KEYTIME -------------------------------------------------------------------------------------------------
TIME      TGID    PID     EVENT            ARGS/RET/OTHERS
19:20:22  52071   52071   onCPU            oncpu_time:51107008961855 
19:20:22  52071   52071   forkP_enter      child_pid:52204 
19:20:22  52071   52071   offCPU           offcpu_time:51107009313768
19:20:24  52071   52071   forkP_exit       child_pid:52204 
19:20:24  52071   52071   onCPU            oncpu_time:51109011571267 
19:20:24  52071   52071   offCPU           offcpu_time:51109011811056
19:20:24  52071   52071   vforkP_enter     child_pid:52267 
19:20:26  52071   52071   vforkP_exit      child_pid:52267 
19:20:26  52071   52071   onCPU            oncpu_time:51111012330548 
19:20:26  52071   52071   createT_enter    child_pid:52291 
19:20:26  52071   52071   createT_enter    child_pid:52292 
19:20:26  52071   52071   createT_enter    child_pid:52293 
19:20:26  52071   52071   offCPU           offcpu_time:51111012784045
19:20:26  52071   52293   onCPU            oncpu_time:51111012805767 
19:20:26  52071   52293   offCPU           offcpu_time:51111026101862
19:20:26  52071   52292   onCPU            oncpu_time:51111026144223 
19:20:26  52071   52292   offCPU           offcpu_time:51111036072027
19:20:26  52071   52291   onCPU            oncpu_time:51111036090773 
19:20:26  52071   52291   offCPU           offcpu_time:51111044134439
19:20:26  52071   52292   onCPU            oncpu_time:51111044162673 
19:20:26  52071   52292   offCPU           offcpu_time:51111046496035
19:20:26  52071   52293   onCPU            oncpu_time:51111046547914 
19:20:26  52071   52293   offCPU           offcpu_time:51111060297306
19:20:26  52071   52291   onCPU            oncpu_time:51111060313507 
19:20:26  52071   52291   offCPU           offcpu_time:51111076272869
19:20:26  52071   52293   onCPU            oncpu_time:51111076290523 
19:20:26  52071   52293   offCPU           offcpu_time:51111093392901
19:20:26  52071   52291   onCPU            oncpu_time:51111093434831 
19:20:26  52071   52291   offCPU           offcpu_time:51111108234632
19:20:26  52071   52293   onCPU            oncpu_time:51111108245573 
19:20:26  52071   52293   offCPU           offcpu_time:51111108738866
19:20:26  52071   52291   onCPU            oncpu_time:51111108744537 
19:20:26  52071   52291   offCPU           offcpu_time:51111112246423
19:20:26  52071   52291   onCPU            oncpu_time:51111112267072 
19:20:26  52071   52291   offCPU           offcpu_time:51111280357998
19:20:26  52071   52291   onCPU            oncpu_time:51111280384098 
19:20:26  52071   52291   offCPU           offcpu_time:51111403387185
19:20:26  52071   52291   onCPU            oncpu_time:51111403443322 
19:20:27  52071   52291   offCPU           offcpu_time:51111984390438
19:20:27  52071   52291   onCPU            oncpu_time:51111988711562 
19:20:27  52071   52291   offCPU           offcpu_time:51112180463687
19:20:27  52071   52291   onCPU            oncpu_time:51112180487502 
19:20:27  52071   52291   offCPU           offcpu_time:51112244478236
19:20:27  52071   52291   onCPU            oncpu_time:51112244631950 
19:20:27  52071   52291   offCPU           offcpu_time:51112495026602
19:20:27  52071   52291   onCPU            oncpu_time:51112495050147 
19:20:29  52071   52291   offCPU           offcpu_time:51114004273710
19:20:29  52071   52291   onCPU            oncpu_time:51114005051908 
19:20:29  52071   52291   offCPU           offcpu_time:51114046854433
19:20:29  52071   52292   onCPU            oncpu_time:51114046865214 
19:20:29  52071   52292   exit             0 
19:20:29  52071   52071   createT_exit     child_pid:52292 
19:20:29  52071   52292   offCPU           offcpu_time:51114047422610
19:20:29  52071   52291   onCPU            oncpu_time:51114047426788 
19:20:29  52071   52291   exit             0 
19:20:29  52071   52071   createT_exit     child_pid:52291 
19:20:29  52071   52291   offCPU           offcpu_time:51114056222977
19:20:29  52071   52071   onCPU            oncpu_time:51114056232034 
19:20:29  52071   52071   offCPU           offcpu_time:51114056245520
19:20:29  52071   52291   onCPU            oncpu_time:51114056247785 
19:20:29  52071   52291   offCPU           offcpu_time:51114056271841
19:20:29  52071   52293   onCPU            oncpu_time:51114108872013 
19:20:29  52071   52293   offCPU           offcpu_time:51114108966534
19:20:29  52071   52293   onCPU            oncpu_time:51114109124817 
19:20:29  52071   52293   offCPU           offcpu_time:51114109152029
19:20:29  52071   52293   vforkP_enter     child_pid:52337 
19:20:29  52071   52293   vforkP_exit      child_pid:52337 
19:20:29  52071   52071   onCPU            oncpu_time:51114113062130 
19:20:29  52071   52071   offCPU           offcpu_time:51114113095264
19:20:29  52071   52293   onCPU            oncpu_time:51114113106074 
19:20:29  52071   52293   exit             0 
19:20:29  52071   52071   createT_exit     child_pid:52293 
19:20:29  52071   52293   offCPU           offcpu_time:51114113467065
19:20:29  52071   52071   onCPU            oncpu_time:51114113471423 
19:20:29  52071   52071   offCPU           offcpu_time:51114113657890
19:20:32  52071   52071   onCPU            oncpu_time:51117114021072 
19:20:32  52071   52071   exec_enter       /bin/ls -l 
19:20:32  52071   52071   exec_exit        0 
19:20:32  52071   52071   offCPU           offcpu_time:51117115703750
19:20:32  52071   52071   onCPU            oncpu_time:51117115721594 
19:20:32  52071   52071   offCPU           offcpu_time:51117115726223
19:20:32  52071   52071   onCPU            oncpu_time:51117115731483 
19:20:32  52071   52071   offCPU           offcpu_time:51117115760749
19:20:32  52071   52071   onCPU            oncpu_time:51117115806276 
19:20:32  52071   52071   exit             0 
19:20:32  52071   52071   offCPU           offcpu_time:51117116045493
