           <...>-3563    [004] d..4. 11905.227481: bpf_trace_printk: 24064 delay 4448
 test_proc_image-24237   [004] d..4. 11906.381855: bpf_trace_printk: 24230 delay 59521261

 test_proc_image-24230   [004] d..4. 11906.386332: bpf_trace_printk: 24239 delay 59999770

 test_proc_image-24239   [004] d..4. 11906.390337: bpf_trace_printk: 24241 delay 59987197

 test_proc_image-24241   [004] d..4. 11906.394338: bpf_trace_printk: 24242 delay 60002446

 test_proc_image-24242   [004] d..4. 11906.397851: bpf_trace_printk: 24233 delay 59514839

 test_proc_image-24233   [004] d..4. 11906.401853: bpf_trace_printk: 24232 delay 59526812

 test_proc_image-24232   [004] d..4. 11906.406339: bpf_trace_printk: 24243 delay 60010080

 test_proc_image-24243   [004] d..4. 11906.410351: bpf_trace_printk: 24244 delay 60006494

 test_proc_image-24244   [004] d..4. 11906.414371: bpf_trace_printk: 24236 delay 60038183

