KEYTIME -------------------------------------------------------------------------------------------------
TIME      TGID    PID     EVENT            ARGS/RET/OTHERS
15:21:47  56435   56782   offCPU           offcpu_time:54653923534641
15:21:47  56435   56780   onCPU            oncpu_time:54653923544370 
15:21:47  56435   56780   offCPU           offcpu_time:54654011206359
15:21:47  56435   56780   onCPU            oncpu_time:54654011225406 
15:21:48  56435   56780   offCPU           offcpu_time:54654999434346
15:21:48  56435   56780   onCPU            oncpu_time:54654999450417 
15:21:49  56435   56780   offCPU           offcpu_time:54655959143576
15:21:49  56435   56780   onCPU            oncpu_time:54655959218290 
15:21:49  56435   56780   offCPU           offcpu_time:54656267214964
15:21:49  56435   56780   onCPU            oncpu_time:54656267230233 
15:21:50  56435   56780   offCPU           offcpu_time:54656731327621
15:21:50  56435   56780   onCPU            oncpu_time:54656731361977 
15:21:50  56435   56780   offCPU           offcpu_time:54656847853278
15:21:50  56435   56781   onCPU            oncpu_time:54656847864350 
15:21:50  56435   56781   exit             0 
15:21:50  56435   56435   createT_exit     child_pid:56781 
15:21:50  56435   56781   offCPU           offcpu_time:54656848283228
15:21:50  56435   56780   onCPU            oncpu_time:54656848288067 
15:21:50  56435   56780   offCPU           offcpu_time:54656923870829
15:21:50  56435   56782   onCPU            oncpu_time:54656923878955 
15:21:50  56435   56782   offCPU           offcpu_time:54656923949601
15:21:50  56435   56780   onCPU            oncpu_time:54656923950623 
15:21:50  56435   56780   offCPU           offcpu_time:54656939205954
15:21:50  56435   56782   onCPU            oncpu_time:54656939353959 
15:21:50  56435   56782   offCPU           offcpu_time:54656939379719
15:21:50  56435   56780   onCPU            oncpu_time:54656939970088 
15:21:50  56435   56780   offCPU           offcpu_time:54656955071858
15:21:50  56435   56782   vforkP_enter     child_pid:56842 
15:21:50  56435   56782   vforkP_exit      child_pid:56842 
15:21:50  56435   56435   onCPU            oncpu_time:54656957502767 
15:21:50  56435   56435   offCPU           offcpu_time:54656957515672
15:21:50  56435   56782   onCPU            oncpu_time:54656957521754 
15:21:50  56435   56782   exit             0 
15:21:50  56435   56435   createT_exit     child_pid:56782 
15:21:50  56435   56782   offCPU           offcpu_time:54656957755084
15:21:50  56435   56780   onCPU            oncpu_time:54656957757960 
15:21:50  56435   56780   offCPU           offcpu_time:54656995449508
15:21:50  56435   56780   onCPU            oncpu_time:54656995482913 
15:21:50  56435   56780   offCPU           offcpu_time:54657111516983
15:21:50  56435   56780   onCPU            oncpu_time:54657111533364 
15:21:51  56435   56780   offCPU           offcpu_time:54657975138095
15:21:51  56435   56780   onCPU            oncpu_time:54657975176809 
15:21:51  56435   56780   offCPU           offcpu_time:54658011131693
15:21:51  56435   56780   onCPU            oncpu_time:54658011149658 
15:21:53  56435   56780   offCPU           offcpu_time:54659927057901
15:21:53  56435   56780   onCPU            oncpu_time:54659927094302 
15:21:53  56435   56780   offCPU           offcpu_time:54659959093930
15:21:53  56435   56780   onCPU            oncpu_time:54659959166100 
15:21:53  56435   56780   offCPU           offcpu_time:54660267133044
15:21:53  56435   56780   onCPU            oncpu_time:54660267148894 
15:21:54  56435   56780   offCPU           offcpu_time:54660727243560
15:21:54  56435   56780   onCPU            oncpu_time:54660727280631 
15:21:55  56435   56780   offCPU           offcpu_time:54661975064186
15:21:55  56435   56780   onCPU            oncpu_time:54661975117378 
15:21:55  56435   56780   offCPU           offcpu_time:54662039048123
15:21:55  56435   56780   onCPU            oncpu_time:54662039079994 
15:21:56  56435   56780   offCPU           offcpu_time:54662551157408
15:21:56  56435   56780   onCPU            oncpu_time:54662551188949 
15:21:57  56435   56780   offCPU           offcpu_time:54663927471999
15:21:57  56435   56780   onCPU            oncpu_time:54663927501055 
15:21:57  56435   56780   offCPU           offcpu_time:54663963092880
15:21:57  56435   56780   onCPU            oncpu_time:54663963122777 
15:21:57  56435   56780   offCPU           offcpu_time:54664267063986
15:21:57  56435   56780   onCPU            oncpu_time:54664267079336 
15:21:58  56435   56780   offCPU           offcpu_time:54664731155785
15:21:58  56435   56780   onCPU            oncpu_time:54664731184992 
15:21:59  56435   56780   offCPU           offcpu_time:54665975454475
15:21:59  56435   56780   onCPU            oncpu_time:54665975492167 
15:22:00  56435   56780   offCPU           offcpu_time:54666354474644
15:22:00  56435   56780   onCPU            oncpu_time:54666354521715 
15:22:00  56435   56780   offCPU           offcpu_time:54666356924800
15:22:00  56435   56780   onCPU            oncpu_time:54666356963314 
15:22:01  56435   56780   offCPU           offcpu_time:54667927063426
15:22:01  56435   56780   onCPU            oncpu_time:54667927092442 
15:22:01  56435   56780   offCPU           offcpu_time:54667959399219
15:22:01  56435   56780   onCPU            oncpu_time:54667959429607 
15:22:01  56435   56780   offCPU           offcpu_time:54668267472513
15:22:01  56435   56780   onCPU            oncpu_time:54668267489696 
15:22:02  56435   56780   offCPU           offcpu_time:54668759094061
15:22:02  56435   56780   onCPU            oncpu_time:54668759125191 
15:22:03  56435   56780   offCPU           offcpu_time:54669975379285
15:22:03  56435   56780   onCPU            oncpu_time:54669975428419 
15:22:05  56435   56780   offCPU           offcpu_time:54671959316446
15:22:05  56435   56780   onCPU            oncpu_time:54671959378285 
15:22:05  56435   56780   offCPU           offcpu_time:54672023076057
15:22:05  56435   56780   onCPU            oncpu_time:54672023117807 
15:22:05  56435   56780   offCPU           offcpu_time:54672267398791
15:22:05  56435   56780   onCPU            oncpu_time:54672267437516 
15:22:06  56435   56780   offCPU           offcpu_time:54672567454936
15:22:06  56435   56780   onCPU            oncpu_time:54672567487599 
15:22:06  56435   56780   offCPU           offcpu_time:54672759502856
15:22:06  56435   56780   onCPU            oncpu_time:54672759538926 
15:22:07  56435   56780   offCPU           offcpu_time:54673947265970
15:22:07  56435   56780   onCPU            oncpu_time:54673947304895 
15:22:09  56435   56780   offCPU           offcpu_time:54675963229809
15:22:09  56435   56780   onCPU            oncpu_time:54675963261801 
15:22:09  56435   56780   offCPU           offcpu_time:54676267318356
15:22:09  56435   56780   onCPU            oncpu_time:54676267335479 
15:22:10  56435   56780   offCPU           offcpu_time:54676759425090
15:22:10  56435   56780   onCPU            oncpu_time:54676759457513 
15:22:11  56435   56780   offCPU           offcpu_time:54677975195777
15:22:11  56435   56780   onCPU            oncpu_time:54677975238890 
15:22:13  56435   56780   offCPU           offcpu_time:54679959170761
15:22:13  56435   56780   onCPU            oncpu_time:54679959225276 
15:22:13  56435   56780   offCPU           offcpu_time:54680267094225
15:22:13  56435   56780   onCPU            oncpu_time:54680267111920 
15:22:14  56435   56780   offCPU           offcpu_time:54680759335911
15:22:14  56435   56780   onCPU            oncpu_time:54680759381299 
15:22:15  56435   56780   offCPU           offcpu_time:54681979078523
15:22:15  56435   56780   onCPU            oncpu_time:54681979120023 
15:22:15  56435   56780   offCPU           offcpu_time:54682039144587
15:22:15  56435   56780   onCPU            oncpu_time:54682039177600 
15:22:16  56435   56780   offCPU           offcpu_time:54682587253575
15:22:16  56435   56780   onCPU            oncpu_time:54682587288423 
15:22:17  56435   56780   offCPU           offcpu_time:54683963066448
15:22:17  56435   56780   onCPU            oncpu_time:54683963094001 
15:22:17  56435   56780   offCPU           offcpu_time:54684267149664
15:22:17  56435   56780   onCPU            oncpu_time:54684267165895 
15:22:18  56435   56780   offCPU           offcpu_time:54684795081118
15:22:18  56435   56780   onCPU            oncpu_time:54684795113070 
15:22:19  56435   56780   offCPU           offcpu_time:54685979031965
15:22:19  56435   56780   onCPU            oncpu_time:54685979066071 
15:22:21  56435   56780   offCPU           offcpu_time:54687959483377
15:22:21  56435   56780   onCPU            oncpu_time:54687959516571 
15:22:21  56435   56780   offCPU           offcpu_time:54687991487966
15:22:21  56435   56780   onCPU            oncpu_time:54687991518384 
15:22:21  56435   56780   offCPU           offcpu_time:54688267062450
15:22:21  56435   56780   onCPU            oncpu_time:54688267078631 
15:22:22  56435   56780   offCPU           offcpu_time:54688791173216
15:22:22  56435   56780   onCPU            oncpu_time:54688791211319 
15:22:23  56435   56780   offCPU           offcpu_time:54689975455362
15:22:23  56435   56780   onCPU            oncpu_time:54689975499077 
15:22:25  56435   56780   offCPU           offcpu_time:54691959399588
15:22:25  56435   56780   onCPU            oncpu_time:54691959434055 
15:22:25  56435   56780   offCPU           offcpu_time:54692023146279
15:22:25  56435   56780   onCPU            oncpu_time:54692023187909 
15:22:25  56435   56780   offCPU           offcpu_time:54692267495884
15:22:25  56435   56780   onCPU            oncpu_time:54692267517456 
15:22:26  56435   56780   offCPU           offcpu_time:54692599048661
15:22:26  56435   56780   onCPU            oncpu_time:54692599086163 
15:22:26  56435   56780   offCPU           offcpu_time:54692795114889
15:22:26  56435   56780   onCPU            oncpu_time:54692795165927 
15:22:27  56435   56780   offCPU           offcpu_time:54693975377846
15:22:27  56435   56780   onCPU            oncpu_time:54693975426420 
15:22:29  56435   56780   offCPU           offcpu_time:54695959323868
15:22:29  56435   56780   onCPU            oncpu_time:54695959357983 
15:22:29  56435   56780   offCPU           offcpu_time:54695995076274
15:22:29  56435   56780   onCPU            oncpu_time:54695995104649 
15:22:29  56435   56780   offCPU           offcpu_time:54696267409930
15:22:29  56435   56780   onCPU            oncpu_time:54696267426842 
15:22:30  56435   56780   offCPU           offcpu_time:54696795022754
15:22:30  56435   56780   onCPU            oncpu_time:54696795054145 
15:22:31  56435   56780   offCPU           offcpu_time:54698007293619
15:22:31  56435   56780   onCPU            oncpu_time:54698007362572 
15:22:33  56435   56780   offCPU           offcpu_time:54699959238231
15:22:33  56435   56780   onCPU            oncpu_time:54699959281304 
15:22:33  56435   56780   offCPU           offcpu_time:54700267317285
15:22:33  56435   56780   onCPU            oncpu_time:54700267335019 
15:22:34  56435   56780   offCPU           offcpu_time:54700823430051
15:22:34  56435   56780   onCPU            oncpu_time:54700823465499 
15:22:35  56435   56780   offCPU           offcpu_time:54701975212334
15:22:35  56435   56780   onCPU            oncpu_time:54701975248083 
15:22:35  56435   56780   offCPU           offcpu_time:54701995203220
15:22:35  56435   56780   onCPU            oncpu_time:54701995241494 
15:22:35  56435   56780   offCPU           offcpu_time:54702039227060
15:22:35  56435   56780   onCPU            oncpu_time:54702039267218 
15:22:36  56435   56780   offCPU           offcpu_time:54702615211390
15:22:36  56435   56780   onCPU            oncpu_time:54702615264402 
15:22:37  56435   56780   offCPU           offcpu_time:54703959150317
15:22:37  56435   56780   onCPU            oncpu_time:54703959185916 
15:22:37  56435   56780   offCPU           offcpu_time:54704267220199
15:22:37  56435   56780   onCPU            oncpu_time:54704267237172 
15:22:38  56435   56780   offCPU           offcpu_time:54704823056706
15:22:38  56435   56780   onCPU            oncpu_time:54704823093968 
15:22:39  56435   56780   offCPU           offcpu_time:54705975115478
15:22:39  56435   56780   onCPU            oncpu_time:54705975160044 
15:22:39  56435   56780   offCPU           offcpu_time:54706003116964
15:22:39  56435   56780   onCPU            oncpu_time:54706003152843 
15:22:41  56435   56780   offCPU           offcpu_time:54707959068576
15:22:41  56435   56780   onCPU            oncpu_time:54707959117681 
15:22:41  56435   56780   offCPU           offcpu_time:54708267166011
15:22:41  56435   56780   onCPU            oncpu_time:54708267184276 
15:22:42  56435   56780   offCPU           offcpu_time:54708823264613
15:22:42  56435   56780   onCPU            oncpu_time:54708823300552 
15:22:43  56435   56780   offCPU           offcpu_time:54709975033773
15:22:43  56435   56780   onCPU            oncpu_time:54709975078409 
15:22:43  56435   56780   offCPU           offcpu_time:54710015048278
15:22:43  56435   56780   onCPU            oncpu_time:54710015088576 
15:22:45  56435   56780   offCPU           offcpu_time:54711959480951
15:22:45  56435   56780   onCPU            oncpu_time:54711959513824 
15:22:45  56435   56780   offCPU           offcpu_time:54712023027902
15:22:45  56435   56780   onCPU            oncpu_time:54712023061778 
15:22:45  56435   56780   offCPU           offcpu_time:54712267062905
15:22:45  56435   56780   onCPU            oncpu_time:54712267080739 
15:22:46  56435   56780   offCPU           offcpu_time:54712631135686
15:22:46  56435   56780   onCPU            oncpu_time:54712631171174 
15:22:46  56435   56780   offCPU           offcpu_time:54712823178307
15:22:46  56435   56780   onCPU            oncpu_time:54712823213304 
15:22:47  56435   56780   exit             0 
15:22:47  56435   56435   createT_exit     child_pid:56780 
15:22:47  56435   56780   offCPU           offcpu_time:54713804085298
15:22:47  56435   56435   onCPU            oncpu_time:54713804092492 
15:22:47  56435   56435   offCPU           offcpu_time:54713804126207
15:22:47  56435   56780   onCPU            oncpu_time:54713804127550 
15:22:47  56435   56780   offCPU           offcpu_time:54713804151676
15:22:50  56435   56435   onCPU            oncpu_time:54716804690266 
15:22:50  56435   56435   exec_enter       /bin/ls -l 
15:22:50  56435   56435   offCPU           offcpu_time:54716804899790
15:22:50  56435   56436   onCPU            oncpu_time:54716804997289 
15:22:50  56435   56437   onCPU            oncpu_time:54716805011786 
15:22:50  56435   56437   offCPU           offcpu_time:54716805064809
15:22:50  56435   56436   offCPU           offcpu_time:54716805097793
15:22:50  56435   56435   onCPU            oncpu_time:54716805169000 
15:22:50  56435   56435   exec_exit        0 
15:22:50  56435   56435   offCPU           offcpu_time:54716805550856
15:22:50  56435   56435   onCPU            oncpu_time:54716805612806 
15:22:50  56435   56435   exit             0 
15:22:50  56435   56435   offCPU           offcpu_time:54716807431605
